language_no	language	predicate_no	predicate_label_en	argument_frame_en	predicate_label_ru	argument_frame_ru	verb	X	Y	locus	valency_pattern	comms	sentence	glosses_en	back_translation_en	glosses_ru	back_translation_ru	comms_internal
154	Tindi	11	encounter	X (encounter) Y	встречаться	X (встречаться) с Y-ом		CO	NOM	X	AFF_NOM		ʕali-ba aħmadi dandiɬ-o	PN-AFF PN meet-AOR	‘Ali encountered Ahmad.’			
154	Tindi	12	enter	X (enter) Y	входить 	X (входить) в Y (дом)		NOM	IN	Y	NOM_IN		ʕali aχari hini w-oƛ-o	PN house.IN inside M-go-AOR	‘Ali entered the house.’			aχa-ri can actually be segmented as “aχa-ri” = [up-IN]. In fact aχa exist in the sense of “d’en-haut”. From the house is expressed as “aχa-roo”.
154	Tindi	13	win	X (beat) Y	выиграть	X (выигрывать) у Y-а		NOM	ABL	Y	NOM_ABL		ʕali aħmadi-č'oo w-ih-o	PN PN-ABL M-win-AOR	‘Ali beat Ahmad.’			
154	Tindi	14	go_out	X (go out) of Y	выходить	X (выходить) из Y-а		NOM	INEL	Y	NOM_INEL		ʕali aχaroo w-aχχa w-uƛ-o	PN home.INEL M-out M-end-AOR	‘Ali went out of the house.’			In fact, aχa-roo can be segmented as “aχa-roo” = [up-INEL]. -ri is not a generalized locative; it is “utilisé avec des contenants et espaces clos, et n’est pas suivi d’adverbes locatifs comme le locatif général de l’avar ou de l’akhwakh.” (GA).
154	Tindi	15	drive	X (drive) Y	гнать	X (гнать) Y-а		ERG	NOM	TR	TR		ʕali-ji zini baχχa ija miʁi-la	PN-ERG cow N.out COP pasture-SUPER	‘Ali is driving the cow to the pasture.’			
154	Tindi	16	bend	X (bend) Y	гнуть	X (гнуть) Y		ERG	NOM	TR	TR		ʕali-ji hak'u b-ik'jan-o	PN-ERG branch N-bend.CAUS-AOR	‘Ali bent the branch.’			
154	Tindi	17	tell	X (tell) Y	говорить	X (говорить) Y-у		ERG	APUD	Y	ERG_APUD		ʕali-ji aħmaji-qa hiƛ'-o	PN-ERG PN.OBL-APUD say-AOR	‘Ali told Ahmaji: ...’			
154	Tindi	18	hold	X (hold)Y	держать	X (держать) Y(-а)		ERG	NOM	TR	TR		ʕali-ji ʁoča kwaji b-ixxj-o ija	PN-ERG book hand.IN N-hold-SEQ COP	‘Ali is holding a book.’			
154	Tindi	19	catch_up	X (catch up) with Y	догнать	X (догонять) Y(-а)		NOM	APUD	Y	NOM_APUD		ʕali marjam-qa χeri ʁwan-o	PN PN-APUD behind catch_up-AOR	‘Ali caught up with Mariam.’			
154	Tindi	20	milk	X (milk) Y	доить	X (доить) Y-а		ERG	NOM	TR	TR		ʕali-ji zini ččal-o	PN-ERG cow milk-AOR	‘Ali milked the cow.’			
154	Tindi	21	reach	X (reach) Y	достичь	X (достичь) Y-а (берега) 		NOM	AD	Y	NOM_AD		ʕali kita bali-χa w-ac'-o	PN river shore.OBL-AD M-arrive-AOR	‘Ali reached the bank.’			
154	Tindi	22	touch	X (touch) Y	дотронуться	X (дотрагиваться) до Y-а		NOM	INTER	Y	NOM_INTER		ʕali q'ina-ƛi la kiddotaɬ-i quɬ-o	PN wall-INTER ADD touch-SEQ get_dirty-AOR	‘Ali touched the wall and got dirty.’			
154	Tindi	23	fight	X (fight) with Y	драться	X (драться) с Y-ом		NOM	kja	Y	NOM_kja		ʕali raʁij-aa ija aħmadi k'ja	PN fight-IPF COP PN with	‘Ali is fighting with Ahmad.’			The use of overt genitive marking on proper nouns in combination with the comitative postposition is optional (cf. 24 for example).
154	Tindi	24	be_friends	X (be friends) with Y	дружить	X (дружить) с Y-ом		GEN	kja	XY	GEN_kja	Non-verbal predicate. The NP in the genitive displays some properties of a clause-level dependent.	ʕali-ƛa halmaʁaɬar ija aħmadi-ƛa k'ja	PN-GEN friendship COP PN-GEN with	‘Ali is friends with Ahmad.’			The use of overt genitive marking on proper nouns in combination with the comitative postposition is optional (cf. 24 for example).
154	Tindi	25	think	X (think) about Y	думать	X (думать) об Y-е (об отце)		GEN	SUPER	XY	GEN_SUPER	Non-verbal predicate. The NP in the genitive displays some properties of a clause-level dependent.	ʕali marjam-ƛa pikraba-la ija	PN PN-GEN thought.PL.OBL-SUPER COP	‘Ali is thinking about Marjam.’			
154	Tindi	26	eat	X (eat) Y	есть	X (есть) Y		ERG	NOM	TR	TR		ʕali-ji eči q'an-o	PN-ERG apple(s) eat-AOR	‘Ali ate an apple.’			
154	Tindi	27	fry	X (fry) Y	жарить	X (жарить) Y		ERG	NOM	TR	TR		ʕali-ji χχwaanj b-ež-o	PN-ERG fish N-cook-AOR	‘Ali fried the fish.’			
154	Tindi	28	wait	X (wait) for Y	ждать	X (ждать) Y-а (сына)		NOM	AD	Y	NOM_AD		ʕali aħmadi-χa w-anh-onta w-iʁ-o ija	PN PN-AD M-look-CV M-stop-SEQ COP	‘Ali is waiting for Ahmad.’			CV
154	Tindi	29	forget	X (forget) (about) Y	забывать	X (забывать) об Y-е		AFF	NOM	X	AFF_NOM		ʕali-ba sella-ssa miq'i b-ečuč-o	PN-AFF other-DEF road N-forget-AOR	‘Ali forgot about the other road.’			
154	Tindi	30	depend	X (depend) on Y	зависеть	X (зависеть) от Y-а		NOM	SUPER	Y	NOM_SUPER	Non-verbal predicate.	rak'wa-la baʔ-aa hik'ji-ɬar q'aru-b-eƛ-ar-la baju-b ija	heart-SUPER N.come-IPF NEG.COP-MSD time-N-go-MSD-SUPER dependent-N COP	‘Memory depends on age,’ lit.: ‘The way (things) got forgotten is dependent on the passing of time’.			
154	Tindi	31	call	X (call) Y	звать	X (звать) Y-а		ERG	NOM	TR	TR		ʕali-ji aħmadi wal-o	PN-ERG PN M.call-AOR	‘Ali called Ahmad.’			
154	Tindi	32	get_to_know	X (get to know) Y	знакомиться	X (знакомиться) с Y-ом		NOM	kja	Y	NOM_kja		ʕali-ji aħmadi-ƛa k'ja ɬajqwaj ih-o rehen sseruqa	PN-ERG PN-GEN with get_to_know make-AOR year before	‘Ali got to know Ahmad a year ago.’			The use of overt genitive marking on proper nouns in combination with the comitative postposition is optional (cf. 24 for example).
154	Tindi	33	know	X (know) Y	знать 	X (знать) Y-а		DAT	NOM	X	DAT_NOM		ʕali aħmadi wij-aa	PN[DAT] PN M.know-IPF	‘Ali knows Ahmad.’			This sentence means ‘Ali knows Ahmad’ (not vice versa). Sometimes, with proper names, the dative marker is dropped.
154	Tindi	34	play#instrument#	X (play) Y	играть	X (играть) на Y-е		ERG	NOM	TR	TR		ʕali gitara qw-aa ija	PN guitar play-IPF COP	‘Ali is playing the guitar.’			Binominative construction resolves into transitive.
154	Tindi	35	avoid	X (avoid) Y	избегать	X (избегать) Y-а		NOM	ABL	Y	NOM_ABL		ʕali ččoo w-aɬ-aan ija aħmadi-č'oo	PN stay.SEQ M-get_along-IPF COP PN-ABL	‘Ali avoids Ahmad,’ lit. “Ali keeps staying away from Ahmad”			
154	Tindi	36	make	X (make) Y	изготовить	X (изготовить) Y		ERG	NOM	TR	TR		ʕali-ji hekkwa b-ixj-o-b ajana ih-o	PN-ERG mouse N-catch-PF.PTCP-N thing make-AOR	‘Ali made a mousetrap.’			
154	Tindi	37	make_fun	X (make fun) of Y	издеваться	X (издеваться) над Y-ом		NOM	CONT	Y	NOM_CONT		ʕali w-eɬikkj-aa aħmadi-č'i	PN M-laugh-IPF PN-CONT	‘Ali is making fun of Ahmad.’			
154	Tindi	38	have	X (have) Y	иметь	X (иметь) Y		GEN	NOM	X	GEN_NOM	Non-verbal predicate. The NP in the genitive displays some properties of a clause-level dependent.	ʕali-ƛa mašina ija	PN-GEN car COP	‘Ali has a car.’			
154	Tindi	39	look_for	X (look for) Y	искать	X (искать) Y(-а)		ERG	NOM	TR	TR		ʕali rik'ja c'iχχ-aan ija	PN key search-IPF COP	‘Ali is looking for the keys.’			Binominative construction resolves into transitive.
154	Tindi	40	paint	X (paint) Y	красить	X (красить) Y		ERG	INTER	Y	ERG_INTER		ʕali-ji q'ehan-ƛi ražbar b-iɬal-o	PN-ERG fence-INTER paint N-dye-AOR	‘Ali painted the fence.’			CV
154	Tindi	41	bite	X (bite) Y	кусать	X (кусать) Y-а		ERG	CONT	Y	ERG_CONT		χwa-ji saldi b-ixj-o ʕali-č'i	dog.OBL-ERG tooth.ERG N-catch-AOR PN-CONT	‘A dog bit Ali.’			CV
154	Tindi	42	forfeit	X (lose) Y	лишаться	X (лишаться) Y-а		*	*	*		Not included in the database because Y is expressed as an NP within a dependent clause.	ʕali w-uχχ-on misa hik'jeeɬɬi	PN M-remain-AOR house without	‘Ali lost his house.’			“hik'jeeɬɬi” is a converb of a negative copula.
154	Tindi	43	try_to_catch	X (try to catch) Y	ловить	X (ловить) Y(-а)		ERG	NOM	TR	TR		ʕali ija gjiwu b-ixj-aa	PN COP cat N-catch-IPF	‘Ali is trying to catch the cat.’			Binominative construction resolves into transitive.
154	Tindi	44	break	X (break) Y	ломать	X (ломать) Y		ERG	NOM	TR	TR		ʕali-ji k'jant'a qinal-o	PN-ERG stick break.CAUS-AOR	‘Ali broke a stick.’			
154	Tindi	45	flatter	X (flatter) Y	льстить	X (льстить) Y-у		*	*	*		Not included in the database because the translation deviates too far from the stimulus sentence.	ʕali-ji reccaχχ-ota j-aqal-aa ija marjam	PN-ERG praise-CV F-deceive-IPF COP PN	‘Ali is flattering Marjam.’			Lit. ‘Praising Marjam, Ali deceives her’.
154	Tindi	46	love1	X (love) Y	любить-1	X (любить) Y-а (сына)		DAT	NOM	X	DAT_NOM		ʕali-ɬa marjam hel-u	PN-DAT PN love-PF.PTCP	‘Ali loves Marjam.’			
154	Tindi	47	wave	X (wave) Y	махать	X (махать) Y-ом		ERG	NOM	TR	TR		ʕali-ji jaluq šašan-aa ija	PN-ERG handkerchief dwindle.ITER-IPF COP	‘Ali is waving a handkerchief.’			
154	Tindi	48	dream	X (dream) of Y	мечтать	X (мечтать) об Y-е		GEN	NOM	X	GEN_NOM	Non-verbal predicate. The NP in the genitive displays some properties of a clause-level dependent.	ʕali-ƛa anišši c'inhu-M mašina	PN-GEN longing new-N car	‘Ali is dreaming of a new car.’			The word “anišši” is an Avar loanword, probably containing traces of a copula.
154	Tindi	49	wash	X (wash) Y	мыть	X (мыть) Y		ERG	NOM	TR	TR		ʕali-ji čaška b-uč-on	PN-ERG cup N-wash-AOR	‘Ali washed the cup.’			
154	Tindi	50	put_on	X (put_on) Y	надевать	X (надевать) Y		ERG	NOM	TR	TR		ʕali-ji bata hinƛ'-o	PN-ERG trousers put_on-AOR	‘Ali put on his trousers.’			
154	Tindi	51	be_called	X (be_called) Y	называться	X (называться) Y		*	*	*		Not included in the database because Y is expressed as a (non-verbal) predicate (not an argument).	hanb aja-ɬɬi-la ccera ija kompas	PROX.N thing-OBL.NM-SUPER name COP compass	‘This instrument is called a compass.’			
154	Tindi	52	punish	X (punish) Y	наказывать	X (наказывать) Y-а		ERG	SUPER	Y	ERG_SUPER		ʕali-ji inššu-w mak'ja-ššu-la tamiħ ih-o	PN-ERG REFL.M.OBL-M child-M-SUPER punishment make-AOR	‘Ali punished his son.’			CV
154	Tindi	53	attack	X (attack) Y	напасть	X (нападать) на Y-а		NOM	SUPER	Y	NOM_SUPER		siin aχa b-aχ-o χχwaanj r-ixj-oo-w hek'wa-ššu-la	bear up N-rush-AOR fish NPL-catch-IPF.PTCP-M man-M-SUPER	‘A bear attacked a fisherman.’			
154	Tindi	54	fill#intr#	X (fill) with Y	наполняться	X (наполняться) Y-ом		NOM	GEN	Y	NOM_GEN		bidra ɬɬen-ƛa b-ec'-o	pail water-GEN N-fill-AOR	‘The bucket filled with water.’			
154	Tindi	55	find	X (find) Y	находить	X (находить) Y(-а)		AFF	NOM	X	AFF_NOM		ʕali-ba rik'ja r-is-on	PN-AFF key NPL-find-AOR	‘Ali found his keys.’			
154	Tindi	56	be_short	X (be short) Y	недоставать	X-у (недоставать) Y-a		GEN	NOM	X	GEN_NOM	The NP in the genitive displays some properties of a clause-level dependent.	ʕali-ƛa se-b dolar buj-aan hik'ji	PN-GEN one-N dollar be_enough-IPF NEG.COP	‘Ali is one dollar short.’			
154	Tindi	57	hate	X (hate) Y	ненавидеть	X (ненавидеть) Y-а		GEN	NOM	X	GEN_NOM	The NP in the genitive displays some properties of a clause-level dependent.	ʕali-ƛa hen-ɬja ja q'oč-ihin aħmad	PN-GEN see-INF FOC want-IPF.NEG PN	‘Ali hates Ahmad.’			CV
154	Tindi	58	like	X (like) Y	нравиться	X-у (нравиться) Y		AFF	NOM	X	AFF_NOM		ʕali-ba ha-b k'ači rak'wa-ƛi b-eƛ-aa	PN-AFF PROX-N dress heart-INTER N-go-IPF	‘Ali likes this shirt.’			CV
154	Tindi	59	need	X (need) Y	нуждаться	X (нуждаться) в Y-е		GEN	NOM	X	GEN_NOM	The NP in the genitive displays some properties of a clause-level dependent.	ʕali-ƛa asi q'oč-on ija	PN-GEN money want-SEQ COP	‘Ali needs money.’			
154	Tindi	60	surround	X (surround) Y	окружать	X (окружать) Y (стена город)		NOM	xindal	Y	NOM_xindal	Non-verbal predicate.	šahar χindal q'ina ija	town around wall COP	‘Walls surround the city.’			
154	Tindi	61	remain	X (have) Y left	оставаться	у X-а (оставаться) Y		CONT	NOM	X	CONT_NOM		ʕali-č'i hac'aja dolar ija b-uχ-on	PN-CONT ten dollar COP N-overflow-AOR	‘Ali has ten dollars left.’			
154	Tindi	62	answer	X (answer) Y	отвечать	X (отвечать) Y-у		ERG	DAT	Y	ERG_DAT		ʕali-ji muʕalim-ššu-ɬa žawab gow-o	PN-ERG teacher-M-DAT answer give-AOR	‘Ali answered the teacher.’			CV
154	Tindi	63	open	X (open) Y	открывать	X (открывать) Y		ERG	NOM	TR	TR		ʕali-ji banka b-aχ-on	PN-ERG jar N-open-AOR	‘Ali opened a jar.’			
154	Tindi	64	be_different	X (be different) from Y	отличаться	X (отличаться) от Y-а		NOM	CONT	Y	NOM_CONT	Non-verbal predicate.	di-b k'ači du-b-ɬɬi-č'i bat'ee-b ija	I.OBL-N dress 2.OBL-N-OBL.NM-CONT different-N COP	‘My shirt is different from yours.’			
154	Tindi	65	fall_behind	X (fall behind) Y	отстать	X (отставать) от Y-а		NOM	ABL	Y	NOM_ABL		ʕali aħmadi-č'oo χeri w-uχ-on	PN PN-ABL behind M-remain-AOR	‘Ali fell behind Ahmad.’			The adverb “χeri” is arguably part of the predicate.
154	Tindi	66	plough	X (plough) Y	пахать	X (пахать) Y		ERG	NOM	TR	TR		ʕali-ji χuja beƛ'-aa ija	PN-ERG field plough-IPF COP	‘Ali is ploughing the field.’			
154	Tindi	67	smell	X (smell) like / of Y	пахнуть	X (пахнуть) Y-ом		INTEREL	GEN	XY	INTEREL_GEN	Non-verbal predicate. The NP in the genitive displays some properties of a clause-level dependent.	di-r reli-ƛoo nerti-ƛa hwaanj ija	I.OBL-NPL hand.OBL-INTEREL oil-GEN smell COP	‘My hands smell of gasoline.’			
154	Tindi	68	cross	X (cross) Y	пересечь	X (пересекать) Y (улицу) 		NOM	AFF	Y	NOM_AFF		ʕali miq'a-ba sseri w-oʔ-o	PN road.OBL-AFF in_front M-come-AOR	‘Ali crossed the road.’			The adverb “sseri” is arguably part of the predicate.
154	Tindi	69	sing	X (sing) Y	петь	X (петь) Y		ERG	NOM	TR	TR		ʕali-ji becanu-b keč'i b-eɬ-o	PN-ERG pretty-N song N-sing-AOR	‘Ali sang a beautiful song.’			
154	Tindi	70	write	X (write) Y	писать	X (писать) Y		ERG	NOM	TR	TR		ʕali-ji kaʁati qwaw-o	PN-ERG letter write-AOR	‘Ali wrote a letter.’			
154	Tindi	71	drink	X (drink) Y	пить	X (пить) Y		ERG	NOM	TR	TR		ʕali-ji ššu χaw-o	PN-ERG milk ask-AOR	‘Ali drank the milk.’			
154	Tindi	72	melt	X (melt) Y	плавить	X (плавить) Y		ERG	NOM	TR	TR		ʕali-ji t'oha-ƛa bala b-ic'-al-o	PN-ERG lead-GEN piece N-melt-CAUS-AOR	‘Ali melted a piece of lead.’			
154	Tindi	73	match	X (match) Y	подходить	X (подходить) к Y-у (пояс к платью)		NOM	AD	Y	NOM_AD		ha-b raƛ'učar di-b k'ači-χa dandi-b-ux-aa ija	PROX-N belt I.OBL-N dress-AD in_front-N-fall-IPF COP	‘This belt goes well with my dress.’			CV
154	Tindi	74	leave	X (leave) Y	покидать	X (покидать) Y(-а)		ERG	NOM	TR	TR		ʕali-ji ewa ih-u-b šahar b-et-o	PN-ERG M.REFL.NOM make-PF.PTCP-N town N-let_go-AOR	‘Ali left the town where he was born.’			
154	Tindi	75	cover	X (cover) Y	покрывать	X (покрывать) Y		ERG	NOM	TR	TR		t'ansswa-ji ijoobsswa haččihiƛ'i mak'wa b-aqašš-o	carpet-ERG whole.N below place N-hide-AOR	‘The carpet covers the whole floor.’			
154	Tindi	76	remember	X (remember) Y	помнить	X (помнить) Y-а		AFF	NOM	X	AFF_NOM	Non-verbal predicate.	ʕali-ba misa c'aq'i rak'wa-č'i ija	PN-AFF house very heart-CONT COP	‘Ali remembers the house well.’			
154	Tindi	77	help	X (help) Y	помочь	X (помогать) Y-у		ERG	GEN	Y	ERG_GEN	The NP in the genitive displays some properties of a clause-level dependent.	ʕali-ji marjam-ƛa kumak ih-o	PN-ERG PN-GEN help make-AOR	‘Ali helped Marjam.’			
154	Tindi	78	understand	X (understand) Y	понимать	X (понимать) Y		AFF	NOM	X	AFF_NOM		ʕali-ba farancija-ƛa micci b-uɬ-aan	PN-AFF France-GEN tongue N-understand-IPF	‘Ali understands French.’			
154	Tindi	79	hit#target#	X (hit) Y	попасть	X (попадать) в Y (молния в дом)		NOM	INTER	Y	NOM_INTER		ʕašti b-aχal-o misu-ƛi	lightning N-strike-AOR house.OBL-INTER	‘Lightning struck the house.’			
154	Tindi	80	cut_oneself	X (cut oneself) with Y	порезаться	X (резаться) Y-ом		GEN	INTER	XY	GEN_INTER		ʕali-ƛa b-uq'-o mižatu χχan-oo-b ejaa-ƛi	PN-GEN N-cut-AOR beard mow-IPF.PTCP-n thing-INTER	‘Ali cut himself with a razor.’			
154	Tindi	81	get_stuck	X (get stuck) to Y	прилипать	X (прилипать) к Y-у		NOM	INTER	Y	NOM_INTER		stakan gert-o istul-ƛi	glass stick-AOR table-INTER	‘The glass got stuck to the table.’			
154	Tindi	82	lose#game#	X (lose) to Y	проиграть	X (проиграть) Y-у		NOM	CONT	Y	NOM_CONT		ʕali w-it-o aħmadi-č'i	PN M-lose-AOR PN-CONT	‘Ali lost to Ahmad.’			
154	Tindi	83	be_glad	X (be glad) about Y	радоваться	X (радоваться) Y-у		NOM	DAT	Y	NOM_DAT		ʕali w-iχχ-o kaʁatu-ɬa	PN M-smile-AOR letter.OBL-DAT	‘Ali was glad about the letter.’			
154	Tindi	84	speak	X (speak) with Y	разговаривать	X (разговаривать) с Y-ом		NOM	kja	Y	NOM_kja		ʕali hobčečubɬi ???-??? aħmadi k'ja	PN talk do-PRS PN with	‘Ali is speaking with Ahmad.’			CV. The use of overt genitive marking on proper nouns in combination with the comitative postposition is optional (cf. 24 for example). For reasons that are not known, the expected finite verb form is missing from this translations. Either it was simply omitted by error, or this is a conventionalized elliptical possibility.
154	Tindi	85	give_birth	X (give birth) to Y	рожать	X (рожать) Y-а		ERG	NOM	TR	TR		marjam-di-ji waha ih-o	PN-OBL-ERG son make-AOR	‘Miriam gave birth to a son.’			
154	Tindi	86	drop	X (drop) Y	ронять	X (ронять) Y		CONTEL	NOM	X	CONTEL_NOM		ʕali-č'oo stakan hačči b-aχ-o	PN-CONTEL glass ground.LOC N-fall-AOR	‘Ali dropped the glass.’			
154	Tindi	87	govern	X (govern) Y	руководить	X (руководить) Y		NOM	GEN	Y	NOM_GEN	Non-verbal predicate. The NP in the genitive displays some properties of a clause-level dependent.	ʕali inššu-b han-ƛa beššunk'ja ija	PN REFL.M.OBL-N village.OBL-GEN leader COP	‘Ali runs our village.’			
154	Tindi	88	miss	X (miss) Y	скучать	X (скучать) по Y-у		ERG	APUD	Y	ERG_APUD		ʕali-ji marjam-qa rak'wa t'an-o ija	PN-ERG PN-APUD heart throw-SEQ COP	‘Ali misses Marjam.’			In the actual translation, the expected ergative marker “ji” was not overt due to morphonological simplification after “i”.
154	Tindi	89	follow	X (follow) Y	следовать	X (следовать) за Y-ом		NOM	APUDxeri	Y	NOM_APUDxeri	Non-verbal predicate.	ʕali aħmadi-qa χeri ija	PN PN-APUD behind COP	‘Ali follows Ahmad.’			Here, “χeri” probably functions as an adposition.
154	Tindi	90	dismount	X (get down) from Y	слезать	X (слезать) с Y-a (с лошади)		NOM	SUPEREL	Y	NOM_SUPEREL		ʕali k'jatu-loo hiƛ'i w-ut-o	PN horse-SUPEREL down M-escape-AOR	‘Ali got down from the horse.’			
154	Tindi	91	listen	X (listen) to Y	слушать	X (слушать) Y		ERG	NOM	TR	TR		ʕali-ji radio anišš-aa ija	PN-ERG radio listen-IPF COP	‘Ali is listening to radio.’			
154	Tindi	92	obey	X (obey) Y	слушаться	X (слушаться) Y-a		ERG	AD	Y	ERG_AD		ʕali-ji imu-χa anišš-aa	PN-ERG father-AD listen-IPF	‘Ali always listens to his father.’			
154	Tindi	93	hear	X (hear) Y	слышать	X (слышать) Y		AFF	NOM	X	AFF_NOM		ʕali-ba maq'an anɬ-aa	PN-AFF tune hear-IPF	‘Ali hears the music.’			
154	Tindi	94	mix	X (get mixed) with Y	смешаться	X (смешаться) с Y-ом		NOM	kja	Y	NOM_kja		huncci k'ja ššu χiχ-o b-eƛ-o	honey with milk mix-AOR N-go-AOR	‘The honey got mixed with milk.’			The use of overt genitive marking on proper nouns in combination with the comitative postposition is optional (cf. 24 for example).
154	Tindi	95	look	X (look) at Y	смотреть	X (смотреть) на Y		NOM	AD	Y	NOM_AD		ʕali hinawu-χa w-ah-on	PN fog-AD M-look-AOR	‘Ali is looking at the clouds.’			
154	Tindi	96	take_off	X (take off) Y	снимать	X (снимать) Y (рубашку)		ERG	NOM	TR	TR		ʕali-ji k'ači baχχa b-uχ-o	PN-ERG dress N.out N-take-AOR	‘Ali took off his shirt.’			
154	Tindi	97	dream#sleeping#	X (dream) about Y	сниться	X-у (сниться) Y		AFF	NOM	X	AFF_NOM		ʕali-ba marjam maƛ'i-ƛi hanʔ-aan ija	PN-AFF PN sleep.OBL-INTER see-IPF COP	‘Ali dreams about Mariam.’			CV
154	Tindi	98	agree	X (agree) with Y	соглашаться	X (соглашаться) с Y-ом		NOM	DAT	Y	NOM_DAT		ʕali raziɬ-o marjam-ɬa	PN agree-AOR PN-DAT	‘Ali agreed with Marjam.’			
154	Tindi	99	have_a_quarrel	X (have a quarrel) with Y	ссориться	X (ссориться) с кем Y		GEN	kja	XY	GEN_kja	The NP in the genitive displays some properties of a clause-level dependent.	ʕali-ƛa daʕba b-eƛ-o marjam k'ja	PN-GEN dispute N-go-AOR PN with	‘Ali had a quarrel with Marjam.’			
154	Tindi	100	cost	X (cost) Y	стоить	X (стоить) Y (один доллар)		*	*	*		Not included in the database because Y is expressed as a (non-verbal) predicate (not an argument).	ha-b čaška-ƛa baha se-b dolar ija	PROX-N cup-GEN price one-N dollar COP	‘This cup costs one dollar.’			
154	Tindi	101	shoot_at	X (shoot) at Y	стрелять	X (стрелять) в Y-а		ERG	CONT	Y	ERG_CONT		ʕali-ji tupi b-aχal-o ššak'iba-č'i	PN-ERG gun N-strike-AOR bird-CONT	‘Ali shot at the bird.’			
154	Tindi	102	pour	X (pour) Y	сыпать	X (сыпать) Y		ERG	NOM	TR	TR		ʕali-ji čakar t'an-o čaška-ƛi	PN-ERG sugar throw-AOR cup-INTER	‘Ali poured the sugar into the cup.’			
154	Tindi	103	lose	X (lose) Y	терять	X (терять) Y		CONTEL	NOM	X	CONTEL_NOM		ʕali-č'oo rik'ja r-it-o	PN-CONTEL key NPL-lose-AOR	‘Ali lost his keys.’			
154	Tindi	104	sink	X (sink) in Y	тонуть	X (тонуть) в Y-е		NOM	INTER	Y	NOM_INTER		ɬuja-ƛa aja hiniq'-o b-eƛ-o ɬɬen-ƛi	wood.OBL-GEN thing sink-SEQ N-go-AOR water-INTER	‘The log sank in the water.’			The form “hiniq'-o” is not registered in the dictionary, but it is based on “hini” ‘inside’.
154	Tindi	105	kill	X (kill) Y	убивать	X (убивать) Y-а		ERG	NOM	TR	TR		ʕali-ji w-ič'al-o aħmad	PN-ERG M-kill.CAUS-AOR PN	‘Ali killed Ahmad.’			
